ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,eps,employees,revenues,profits,hq zip,website,market value,global 500 rank,revenue change,profit change,hq state
357,The Charles Schwab Corporation,SCHW,Securities,Financials,"San Francisco, CA",211 Main St.,19,Walter W. Bettinger II,1.31,16200,7644,1889,94105,http://www.aboutschwab.com,54555,,17.6,30.5,CA
358,Eversource Energy,ES,Utilities: Gas and Electric,Energy,"Springfield, MA",300 Cadwell Dr.,22,James J. Judge,2.96,7762,7639,942.3,1104,http://www.eversource.com,18627,,-4,7.3,MA
359,Anixter International Inc.,AXE,Wholesalers: Electronics and Office Equipment,Wholesalers,"Glenview, IL",2301 Patriot Blvd.,15,Robert J. Eck,3.59,8900,7625,120.5,60026,http://www.anixter.com,2626,,15.6,-5.6,IL
360,"EMCOR Group, Inc.",EME,"Engineering, Construction",Engineering & Construction,"Norwalk, CT",301 Merritt Seven,17,Anthony J. Guzzi,2.97,31000,7552,181.9,6851,http://www.emcorgroup.com,3756,,12.3,5.6,CT
361,"Assurant, Inc.",AIZ,Insurance: Property and Casualty (Stock),Financials,"New York, NY",28 Liberty St.,13,Alan B. Colberg,9.13,14700,7532,565.4,10005,http://www.assurant.com,5298,,-27.1,299.4,NY
362,"CenterPoint Energy, Inc.",CNP,Utilities: Gas and Electric,Energy,"Houston, TX",1111 Louisiana St.,23,Scott M. Prochazka,1,7727,7528,432,77002,http://www.centerpointenergy.com,11882,,1.9,,TX
363,Harris Corporation,HRS,Network and Other Communications Equipment,Technology,"Melbourne, FL",1025 W. NASA Blvd.,13,William M. Brown,2.59,21000,7527,324,32919,http://www.harris.com,13849,,48.1,-3,FL
364,"HD Supply Holdings, Inc.",HDS,Wholesalers: Diversified,Wholesalers,"Atlanta, GA",3100 Cumberland Blvd.,5,Joseph J. DeAngelo,0.97,14000,7524,196,30339,http://www.hdsupply.com,8296,,-14.3,-86.7,GA
365,PPL Corporation,PPL,Utilities: Gas and Electric,Energy,"Allentown, PA",2 N. Ninth St.,23,William H. Spence,2.79,12689,7517,1902,18101,http://www.pplweb.com,25448,,-2,178.9,PA
366,Quest Diagnostics Incorporated,DGX,Health Care: Pharmacy and Other Services,Health Care,"Madison, NJ",3 Giralda Farms,17,Stephen H. Rusckowski,4.51,43000,7515,645,7940,http://www.questdiagnostics.com,13501,,0.3,-9,NJ
367,"The Williams Companies, Inc.",WMB,Energy,Energy,"Tulsa, OK",1 Williams Center,23,Alan S. Armstrong,-0.57,5604,7499,-424,74172,http://www.williams.com,24436,,1.9,,OK
368,"WEC Energy Group, Inc.",WEC,Utilities: Gas and Electric,Energy,"Milwaukee, WI",231 W. Michigan St.,8,Allen L. Leverett,2.96,8074,7472,939,53203,http://www.wecenergygroup.com,19134,,26.1,47.1,WI
369,The Hershey Company,HSY,Food Consumer Products,"Food, Beverages & Tobacco","Hershey, PA",100 Crystal A Dr.,23,Michele G. Buck,3.34,17140,7440,720,17033,http://www.thehersheycompany.com,23236,,0.7,40.4,PA
370,AGCO Corporation,AGCO,Construction and Farm Machinery,Industrials,"Duluth, GA",4205 River Green Pkwy.,16,Martin H. Richenhagen,1.96,19795,7411,160.1,30096,http://www.agcocorp.com,4783,,-0.8,-39.9,GA
371,Ralph Lauren Corporation,RL,Apparel,Apparel,"New York, NY",650 Madison Ave.,9,Patrice Louvet,4.62,20500,7405,396,10022,http://www.ralphlauren.com,6710,,-2.8,-43.6,NY
372,Masco Corporation,MAS,"Home Equipment, Furnishings",Household Products,"Taylor, MI",21001 Van Born Rd.,23,Keith J. Allman,1.47,26000,7357,491,48180,http://www.masco.com,10888,,-6.9,38.3,MI
373,"WESCO International, Inc.",WCC,Wholesalers: Diversified,Wholesalers,"Pittsburgh, PA",225 W. Station Square Dr.,19,John J. Engel,2.1,9000,7336,101.6,15219,http://www.wesco.com,3389,,-2.4,-51.8,PA
374,"LifePoint Health, Inc.",LPNT,Health Care: Medical Facilities,Health Care,"Brentwood, TN",330 Seven Springs Way,3,William F. Carpenter III,2.82,47000,7274,121.9,37027,http://www.lifepointhealth.net,2616,,20.9,-33,TN
375,"National Oilwell Varco, Inc.",NOV,"Oil and Gas Equipment, Services",Energy,"Houston, TX",7909 Parkwood Circle Dr.,12,Clay C. Williams,-6.41,36384,7251,-2412,77036,http://www.nov.com,15183,,-50.9,,TX
376,"Kindred Healthcare, Inc.",KND,Health Care: Medical Facilities,Health Care,"Louisville, KY",680 S. Fourth St.,14,Benjamin A. Breier,-7.65,76650,7227,-664.2,40202,http://www.kindredhealthcare.com,711,,1.8,,KY
377,The Mosaic Company,MOS,Chemicals,Chemicals,"Plymouth, MN",3033 Campus Dr.,12,James C. O'Rourke,0.85,8700,7163,297.8,55441,http://www.mosaicco.com,10242,,-19.5,-70.2,MN
378,Alliance Data Systems Corporation,ADS,Financial Data Services,Business Services,"Plano, TX",7500 Dallas Pkwy.,3,Edward J. Heffernan,7.34,17000,7138,515.8,75024,http://www.alliancedata.com,13925,,10.8,-13.5,TX
379,Computer Sciences Corporation,,Information Technology Services,Technology,"Tysons, VA",1775 Tysons Blvd.,23,J. Michael Lawrie,1.78,59000,7106,251,22102,http://www.dxc.technology,9746,,-41.7,12450,VA
380,"Huntington Ingalls Industries, Inc.",HII,Aerospace and Defense,Aerospace & Defense,"Newport News, VA",4101 Washington Ave.,5,C. Michael Petters,12.14,37000,7068,573,23607,http://www.huntingtoningalls.com%20,9265,,0.7,41.8,VA
381,"Leidos Holdings, Inc.",LDOS,Information Technology Services,Technology,"Reston, VA",11951 Freedom Dr.,17,Roger A. Krone,2.35,32000,7043,244,20190,http://www.leidos.com,7696,,38.5,-3.9,VA
382,Erie Insurance Group,,Insurance: Property and Casualty (Mutual),Financials,"Erie, PA",100 Erie Insurance Place,14,Timothy G. NeCastro,,4988,7016,741.9,16530,http://www.erieinsurance.com,,,5.7,10.7,PA
383,"Tesla, Inc.",TSLA,Motor Vehicles and Parts,Motor Vehicles & Parts,"Palo Alto, CA",3500 Deer Creek Rd.,1,Elon Musk,-4.68,30025,7000,-674.9,94304,http://www.tesla.com,45390,,73,,CA
384,"Ascena Retail Group, Inc.",ASNA,Specialty Retailers: Apparel,Retailing,"Mahwah, NJ",933 MacArthur Blvd.,1,David R. Jaffe,-0.06,41000,6995,-11.9,7430,http://www.ascenaretail.com,830,,45.6,,NJ
385,"Darden Restaurants, Inc.",DRI,Food Services,"Hotels, Restaurants & Leisure","Orlando, FL",1000 Darden Center Dr.,21,Eugene I. Lee Jr.,2.9,150942,6934,375,32837,http://www.darden.com,10389,,-3.2,-47.1,FL
386,"Harman International Industries, Incorporated",,"Electronics, Electrical Equipment",Industrials,"Stamford, CT",400 Atlantic St.,3,Dinesh C. Paliwal,4.99,26000,6912,361.7,6901,http://www.harman.com,,,12.3,5.6,CT
387,NVIDIA Corporation,NVDA,Semiconductors and Other Electronic Components,Technology,"Santa Clara, CA",2701 San Tomas Expressway,1,Jen-Hsun Huang,2.57,10299,6910,1666,95050,http://www.nvidia.com,64160,,37.9,171.3,CA
388,R.R. Donnelley & Sons Company,RRD,"Publishing, Printing",Media,"Chicago, IL",35 W. Wacker Dr.,23,Daniel L. Knotts,-7.09,44360,6896,-495.9,60601,http://www.rrdonnelley.com,846,,-38.7,-428.2,IL
389,Fifth Third Bancorp,FITB,Commercial Banks,Financials,"Cincinnati, OH",38 Fountain Square Plaza,18,Greg D. Carmichael,1.93,17844,6889,1564,45263,http://www.53.com,19066,,-2,-8.6,OH
390,"Quintiles IMS Holdings, Inc.",Q,Health Care: Pharmacy and Other Services,Health Care,"Durham, NC",4820 Emperor Blvd.,4,Ari Bousbib,0.76,50000,6878,115,27703,http://www.quintilesims.com,18999,,19.9,-70.3,NC
391,Jones Lang LaSalle Incorporated,JLL,Real Estate,Financials,"Chicago, IL",200 E. Randolph Dr.,3,Christian Ulbrich,6.98,77300,6804,318.2,60601,http://www.jll.com,5043,,14,-27.5,IL
392,Dover Corporation,DOV,Industrial Machinery,Industrials,"Downers Grove, IL",3005 Highland Pkwy.,23,Robert A. Livingston,3.25,29000,6794,508.9,60515,http://www.dovercorporation.com,12502,,-3.3,-41.5,IL
393,"Spirit AeroSystems Holdings, Inc.",SPR,Aerospace and Defense,Aerospace & Defense,"Wichita, KS",3801 S. Oliver St.,3,Thomas C. Gentile III,3.7,14400,6793,469.7,67210,http://www.spiritaero.com,6900,,2.2,-40.4,KS
394,"Ryder System, Inc.",R,"Trucking, Truck Leasing",Transportation,"Miami, FL",11690 N.W. 105th St.,23,Robert E. Sanchez,4.9,34500,6787,262.5,33178,http://www.ryder.com,3992,,3.3,-13.9,FL
395,"A-Mark Precious Metals, Inc.",AMRK,Miscellaneous,Materials,"Santa Monica, CA",429 Santa Monica Blvd.,3,Gregory N. Roberts,1.3,83,6784,9.3,90401,http://www.amark.com,120,,11.8,31.5,CA
396,Tractor Supply Company,TSCO,Specialty Retailers: Other,Retailing,"Brentwood, TN",5401 Virginia Way,4,Gregory A. Sandfort,3.27,19500,6780,437.1,37027,http://www.tractorsupply.com,8960,,8.9,6.5,TN
397,Sealed Air Corporation,SEE,"Packaging, Containers",Materials,"Charlotte, NC",2415 Cascade Pointe Blvd.,20,Jerome A. Peribere,2.46,23000,6778,486.4,28208,http://www.sealedair.com,8432,,-3.6,45,NC
398,Auto-Owners Insurance Group,,Insurance: Property and Casualty (Mutual),Financials,"Lansing, MI",6101 Anacapri Blvd.,15,Jeffrey F. Harrold,,4737,6775,706.3,48917,http://www.auto-owners.com,,,4,-13.4,MI
399,"Yum China Holdings, Inc.",YUMC,Food Services,"Hotels, Restaurants & Leisure","Plano, TX",7100 Corporate Dr.,1,Muktesh Pant,1.36,420000,6752,502,75024,http://ir.yumchina.com,10453,,,,TX
400,Calpine Corporation,CPN,Energy,Energy,"Houston, TX",717 Texas Ave.,16,John B. Hill,0.26,2372,6716,92,77002,http://www.calpine.com,3989,,3.8,-60.9,TX
401,"Owens-Illinois, Inc.",OI,"Packaging, Containers",Materials,"Perrysburg, OH",1 Michael Owens Way,23,Andres A. Lopez,1.28,27000,6702,209,43551,http://www.o-i.com,3316,,8.9,54.8,OH
402,Targa Resources Corp.,TRGP,Pipelines,Energy,"Houston, TX",1000 Louisiana St.,9,Joe Bob Perkins,-1.8,1970,6691,-187.3,77002,http://www.targaresources.com,11743,,0.5,-421.3,TX
403,JetBlue Airways Corporation,JBLU,Airlines,Transportation,"Long Island City, NY",27-01 Queens Plaza N.,5,Robin Hayes,2.22,15986,6632,759,11101,http://www.jetblue.com,6875,,3.4,12.1,NY
403,"The Jones Financial Companies, L.L.L.P.",,Securities,Financials,"Des Peres, MO",12555 Manchester Rd.,5,James D. Weddle,,43000,6632,746,63131,http://www.edwardjones.com,,,-0.9,-11,MO
405,"Franklin Resources, Inc.",BEN,Securities,Financials,"San Mateo, CA",1 Franklin Pkwy.,12,Gregory E. Johnson,2.94,9059,6618,1726.7,94403,http://www.franklinresources.com,23823,,-16.7,-15.2,CA
406,"Activision Blizzard, Inc.",ATVI,Computer Software,Technology,"Santa Monica, CA",3100 Ocean Park Blvd.,1,Robert A. Kotick,1.28,9500,6608,966,90405,http://www.activisionblizzard.com,37487,,41.7,8.3,CA
407,"J.B. Hunt Transport Services, Inc.",JBHT,"Trucking, Truck Leasing",Transportation,"Lowell, AR",615 J.B. Hunt Corporate Dr.,5,John N. Roberts III,3.81,22190,6556,432.1,72745,http://www.jbhunt.com,10212,,5.9,1.1,AR
408,"Constellation Brands, Inc.",STZ,Beverages,"Food, Beverages & Tobacco","Victor, NY",207 High Point Dr.,5,Robert S. Sands,,9000,6548,1054.9,14564,http://www.cbrands.com,31775,,8.6,25.7,NY
409,NCR Corporation,NCR,"Computers, Office Equipment",Technology,"Duluth, GA",3097 Satellite Blvd.,20,William R. Nuti,1.71,33500,6543,270,30096,http://www.ncr.com,5620,,2.7,,GA
410,"Asbury Automotive Group, Inc.",ABG,"Automotive Retailing, Services",Retailing,"Duluth, GA",2905 Premiere Pkwy. N.W.,11,Craig T. Monaghan,7.4,7900,6528,167.2,30097,http://www.asburyauto.com,1271,,-0.9,-1.2,GA
411,"American Financial Group, Inc.",AFG,Insurance: Property and Casualty (Stock),Financials,"Cincinnati, OH",301 E. Fourth St.,18,"Carl H. Lindner lll, S. Craig Lindner",7.33,7600,6498,649,45202,http://www.afginc.com,8303,,5.7,84.4,OH
412,"Discovery Communications, Inc.",DISCA,Entertainment,Media,"Silver Spring, MD",1 Discovery Place,4,David M. Zaslav,1.96,7000,6497,1194,20910,http://www.discoverycommunications.com,11306,,1.6,15.5,MD
413,"Berry Global Group, Inc.",BERY,"Packaging, Containers",Materials,"Evansville, IN",101 Oakley St.,1,Thomas E. Salmon,1.89,21000,6489,236,47710,http://www.berryglobal.com,6256,,32.9,174.4,IN
414,Sanmina Corporation,SANM,Semiconductors and Other Electronic Components,Technology,"San Jose, CA",2700 N. First St.,17,Jure Sola,2.38,40178,6481,187.8,95134,http://www.sanmina.com,3016,,1.7,-50.2,CA
415,"CalAtlantic Group, Inc.",CAA,Homebuilders,Engineering & Construction,"Arlington, VA",1100 Wilson Blvd.,2,Larry T. Nicholson,3.6,3055,6477,484.7,22209,http://www.calatlantichomes.com,4291,,83,127,VA
416,"Dr Pepper Snapple Group, Inc.",DPS,Beverages,"Food, Beverages & Tobacco","Plano, TX",5301 Legacy Dr.,9,Larry D. Young,4.54,20000,6440,847,75024,http://www.drpeppersnapplegroup.com,17997,,2.5,10.9,TX
417,"Dillard's, Inc.",DDS,General Merchandisers,Retailing,"Little Rock, AR",1600 Cantrell Rd.,23,William T. Dillard II,4.93,30800,6418,169.2,72201,http://www.dillards.com,1645,,-5,-37.2,AR
418,"HRG Group, Inc.",HRG,Household and Personal Products,Household Products,"New York, NY",450 Park Ave.,4,Joseph S. Steinberg,-0.99,16021,6403,-198.8,10022,http://www.hrggroup.com,3869,,10.1,,NY
419,CMS Energy Corporation,CMS,Utilities: Gas and Electric,Energy,"Jackson, MI",1 Energy Plaza,23,Patricia K. Poppe,1.98,7750,6399,551,49201,http://www.cmsenergy.com,12528,,-0.9,5.4,MI
420,"Graybar Electric Company, Inc.",,Wholesalers: Diversified,Wholesalers,"St. Louis, MO",34 N. Meramec Ave.,23,Kathleen M. Mazzarella,5.35,8500,6385,93.1,63105,http://www.graybar.com,,,4.5,2.2,MO
421,"Builders FirstSource, Inc.",BLDR,"Building Materials, Glass",Materials,"Dallas, TX",2001 Bryan St.,1,Floyd F. Sherman,1.27,14000,6367,144.3,75201,http://www.bldr.com,1669,,78.6,,TX
422,"Yum! Brands, Inc.",YUM,Food Services,"Hotels, Restaurants & Leisure","Louisville, KY",1441 Gardiner Lane,19,Greg Creed,4.04,90000,6366,1619,40213,http://www.yum.com,22611,,-51.4,25.2,KY
423,"Casey's General Stores, Inc.",CASY,Specialty Retailers: Other,Retailing,"Ankeny, IA",1 Convenience Blvd.,7,Terry W. Handley,5.73,24724,6304,226,50021,http://www.caseys.com,4400,,-10.6,25.1,IA
424,Amphenol Corporation,APH,Network and Other Communications Equipment,Technology,"Wallingford, CT",358 Hall Ave.,3,R. Adam Norwitt,2.61,62000,6286,822.9,6492,http://www.amphenol.com,21897,,12.9,7.8,CT
425,Oshkosh Corporation,OSK,Construction and Farm Machinery,Industrials,"Oshkosh, WI",2307 Oregon St.,10,Wilson R. Jones,2.91,13800,6279,216.4,54902,http://www.oshkoshcorporation.com,5118,,3,-5.7,WI
426,"iHeartMedia, Inc.",IHRT,Entertainment,Media,"San Antonio, TX",200 E. Basse Rd.,17,Robert W. Pittman,-3.5,18700,6274,-296.3,78209,http://www.iheartmedia.com,330,,0.5,,TX
427,"TreeHouse Foods, Inc.",THS,Food Consumer Products,"Food, Beverages & Tobacco","Oak Brook, IL",2021 Spring Rd.,1,Sam K. Reed,-4.1,16027,6175,-228.6,60523,http://www.treehousefoods.com,4813,,92.6,-298.9,IL
428,Alleghany Corporation,Y,Insurance: Property and Casualty (Stock),Financials,"New York, NY",1411 Broadway,3,Weston M. Hicks,29.59,3420,6131,456.9,10018,http://www.alleghany.com,9476,,22.6,-18.5,NY
429,"Expeditors International of Washington, Inc.",EXPD,Transportation and Logistics,Transportation,"Seattle, WA",1015 Third Ave.,10,Jeffrey S. Musser,2.36,16000,6098,430.8,98104,http://www.expeditors.com,10208,,-7.8,-5.8,WA
430,Avery Dennison Corporation,AVY,"Packaging, Containers",Materials,"Glendale, CA",207 Goode Ave.,23,Mitchell R. Butier,3.54,25000,6087,320.7,91203,http://www.averydennison.com,7157,,2,16.9,CA
431,Ameren Corporation,AEE,Utilities: Gas and Electric,Energy,"St. Louis, MO",1901 Chouteau Ave.,20,Warner L. Baxter,2.68,8629,6076,653,63103,http://www.ameren.com,13245,,-0.4,3.7,MO
432,Hanesbrands Inc.,HBI,Apparel,Apparel,"Winston-Salem, NC",1000 E. Hanes Mill Rd.,3,Gerald W. Evans Jr.,1.4,67800,6063,539.4,27105,http://www.hanes.com,7733,,5.8,25.8,NC
433,"Motorola Solutions, Inc.",MSI,Network and Other Communications Equipment,Technology,"Chicago, IL",500 W. Monroe St.,23,Gregory Q. Brown,3.24,14000,6038,560,60661,http://www.motorolasolutions.com,14131,,6,-8.2,IL
434,"St. Jude Medical, Inc.",,Medical Products and Equipment,Health Care,"St. Paul, MN",1 St. Jude Medical Dr.,8,Miles D. White,2.54,18000,6004,734,55117,http://www.abbott.com,,,8.4,-16.6,MN
435,"Harley-Davidson, Inc.",HOG,Transportation Equipment,Transportation,"Milwaukee, WI",3700 W. Juneau Ave.,16,Matthew S. Levatich,3.83,6000,5997,692.2,53208,http://www.harley-davidson.com,10626,,,-8,WI
436,Regions Financial Corporation,RF,Commercial Banks,Financials,"Birmingham, AL",1900 Fifth Ave. N.,19,O.B. Grayson Hall Jr.,0.87,22166,5967,1163,35203,http://www.regions.com,17512,,5.2,9.5,AL
437,"Intercontinental Exchange, Inc.",ICE,Securities,Financials,"Atlanta, GA",5660 New Northside Dr.,1,Jeffrey C. Sprecher,2.37,5631,5958,1422,30328,http://www.theice.com,35530,,27.3,11.6,GA
438,"Alaska Air Group, Inc.",ALK,Airlines,Transportation,"Seattle, WA",19300 International Blvd.,4,Bradley D. Tilden,6.54,19112,5931,814,98188,http://www.alaskaair.com,11407,,5.9,-4,WA
439,Old Republic International Corporation,ORI,Insurance: Property and Casualty (Stock),Financials,"Chicago, IL",307 N. Michigan Ave.,6,Aldo C. Zucaro,1.62,8500,5901,466.9,60601,http://www.oldrepublic.com,5382,,2.3,10.6,IL
440,Lam Research Corporation,LRCX,Semiconductors and Other Electronic Components,Technology,"Fremont, CA",4650 Cushing Pkwy.,2,Martin B. Anstice,5.22,7500,5886,914,94538,http://www.lamresearch.com,20903,,11.9,39.4,CA
441,AK Steel Holding Corporation,AKS,Metals,Materials,"West Chester, OH",9227 Centre Pointe Dr.,17,Roger K. Newport,-0.03,8500,5883,-7.8,45069,http://www.aksteel.com,2263,,-12.1,,OH
442,"Rockwell Automation, Inc.",ROK,"Electronics, Electrical Equipment",Industrials,"Milwaukee, WI",1201 S. Second St.,23,Blake D. Moret,5.56,22000,5880,729.7,53204,http://www.rockwellautomation.com,20024,,-6.8,-11.8,WI
443,Adobe Systems Incorporated,ADBE,Computer Software,Technology,"San Jose, CA",345 Park Ave.,1,Shantanu Narayen,2.32,15706,5854,1168.8,95110,http://www.adobe.com,64375,,22.1,85.7,CA
444,"Avon Products, Inc.",AVP,Household and Personal Products,Household Products,"Rye, NY",601 Midland Ave.,23,Sherilyn S. McCoy,-0.29,26400,5853,-107.6,10580,http://www.avoninvestor.com,1933,,-18.4,,NY
445,Terex Corporation,TEX,Construction and Farm Machinery,Industrials,"Westport, CT",200 Nyala Farm Rd.,14,John L. Garrison Jr.,-1.63,18100,5841,-176.1,6880,http://www.terex.com,3250,,-10.7,-220.7,CT
446,"NVR, Inc.",NVR,Homebuilders,Engineering & Construction,"Reston, VA",11700 Plaza America Dr.,8,Paul C. Saville,103.61,4900,5835,425.3,20190,http://www.nvrinc.com,7851,,12.9,11.1,VA
447,Dana Incorporated,DAN,Motor Vehicles and Parts,Motor Vehicles & Parts,"Maumee, OH",3939 Technology Dr.,23,James K. Kamsickas,4.36,24900,5826,640,43537,http://www.dana.com,2783,,-3.9,302.5,OH
448,Realogy Holdings Corp.,RLGY,Real Estate,Financials,"Madison, NJ",175 Park Ave.,7,Richard A. Smith,1.46,11800,5810,213,7940,http://www.realogy.com,4173,,1.8,15.8,NJ
449,American Tower Corporation,AMT,Telecommunications,Telecommunications,"Boston, MA",116 Huntington Ave.,1,James D. Taiclet Jr.,1.98,4507,5786,956.4,2116,http://www.americantower.com,51921,,21.3,39.6,MA
450,Packaging Corporation of America,PKG,"Packaging, Containers",Materials,"Lake Forest, IL",1955 W. Field Court,3,Mark W. Kowlzan,4.75,14000,5779,449.6,60045,http://www.packagingcorp.com,8631,,0.6,2.9,IL
451,"Citizens Financial Group, Inc.",CFG,Commercial Banks,Financials,"Providence, RI",1 Citizens Plaza,2,Bruce W. Van Saun,1.97,17600,5763,1045,2903,http://www.citizensbank.com,17597,,9.2,24.4,RI
452,"United Rentals, Inc.",URI,Miscellaneous,Business Services,"Stamford, CT",100 First Stamford Place,4,Michael J. Kneeland,6.45,12500,5762,566,6902,http://www.unitedrentals.com,10561,,-0.9,-3.2,CT
453,The Clorox Company,CLX,Household and Personal Products,Household Products,"Oakland, CA",1221 Broadway,18,Benno O. Dorer,4.92,8000,5761,648,94612,http://www.thecloroxcompany.com,17294,,1.7,11.7,CA
454,"Genesis Healthcare, Inc.",GEN,Health Care: Medical Facilities,Health Care,"Kennett Square, PA",101 E. State St.,2,George V. Hager Jr.,-0.82,82000,5733,-64,19348,http://www.genesishcc.com,408,,2,,PA
455,M&T Bank Corporation,MTB,Commercial Banks,Financials,"Buffalo, NY",1 M&T Plaza,2,Robert G. Wilmers,7.78,16487,5722,1315.1,14203,http://www.mtb.com,23792,,14.5,21.8,NY
456,Ingredion Incorporated,INGR,Food Production,"Food, Beverages & Tobacco","Westchester, IL",5 Westbrook Corporate Center,6,Ilene S. Gordon,6.55,11000,5704,484.9,60154,http://www.ingredion.com,8646,,1.5,20.6,IL
457,UGI Corporation,UGI,Energy,Energy,"King of Prussia, PA",460 N. Gulph Rd.,13,John L. Walsh,2.08,13105,5686,364.7,19406,http://www.ugicorp.com,8543,,-15,29.8,PA
458,Owens Corning,OC,"Building Materials, Glass",Materials,"Toledo, OH",1 Owens Corning Pkwy.,23,Michael H. Thaman,3.41,16000,5677,393,43659,http://www.owenscorning.com,6910,,6.1,19.1,OH
459,S&P Global Inc.,SPGI,Financial Data Services,Business Services,"New York, NY",55 Water St.,23,Douglas L. Peterson,7.94,20000,5661,2106,10041,http://www.spglobal.com,33805,,6.6,82.2,NY
460,Markel Corporation,MKL,Insurance: Property and Casualty (Stock),Financials,"Glen Allen, VA",4521 Highwoods Pkwy.,2,"Thomas S. Gayner, Richard R. Whitt III",31.27,10900,5612,455.7,23060,http://www.markelcorp.com,13623,,4.5,-21.8,VA
461,Wyndham Worldwide Corporation,WYN,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","Parsippany, NJ",22 Sylvan Way,4,Stephen P. Holmes,5.53,37800,5599,611,7054,http://www.wyndhamworldwide.com,8829,,1.1,-0.2,NJ
